file_path,invoice_id,description,quantity,unit_price,total
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (5).pdf,377765,tahini extra,1.0,57.776,57.78
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (5).pdf,377765,milk oat,3.0,39.948,119.84
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (5).pdf,377765,eggs liquid,1.0,100.35,100.35
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (6)-page1.pdf,377101,flour power,8.0,24.063,192.5
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (6)-page1.pdf,377101,pan spray premium,1.0,34.038,34.04
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (6)-page1.pdf,377101,salt kosher coarse,1.0,75.076,75.08
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (6)-page1.pdf,377101,onion minced,1.0,104.0,104.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (6)-page1.pdf,377101,garlic minced,1.0,112.0,112.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (6)-page1.pdf,377101,sesame seeds white,1.0,80.25,80.25
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (6)-page1.pdf,377101,milk almond,1.0,35.152,35.152
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (6)-page1.pdf,377101,milk oat,1.0,39.948,39.95
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (6)-page1.pdf,377101,eggs liquid,1.0,100.35,100.35
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (6)-page2.pdf,377184,almond barista blend,1.0,41.14,41.14
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (7).jpg,376739,flour power,10.0,24.063,240.63
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (7).jpg,376739,eggs liquid,1.0,100.35,100.35
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (7).jpg,376739,half & half,2.0,2.665,5.33
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (7).jpg,376739,glove nitrile xl,1.0,35.361,35.36
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (7).pdf,376739,flour power,10.0,24.063,240.63
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (7).pdf,376739,eggs liquid,1.0,100.35,100.35
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (7).pdf,376739,half & half,2.0,2.665,5.33
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (7).pdf,376739,glove nitrile,1.0,35.361,35.36
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.jpg,376355,flour power,12.0,24.063,288.76
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.jpg,376355,malt powder diastatic+,1.0,119.177,119.18
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.jpg,376355,jalapeno sliced,1.0,51.329,51.33
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.jpg,376355,milk oat,3.0,39.948,119.84
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.jpg,376355,sesam seeds white+,1.0,80.25,80.25
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.jpg,376355,sugar granulated cane,1.0,29.147,29.15
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.pdf,376355,Flour Power,12.0,24.063,288.76
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.pdf,376355,Malt Powder Diastatic+,1.0,119.177,119.18
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.pdf,376355,Jalapeno Sliced,1.0,51.329,51.33
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.pdf,376355,Milk Oat,3.0,39.948,119.84
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.pdf,376355,Sesame Seeds White+,1.0,80.25,80.25
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page1.pdf,376355,Sugar Granulated Cane,1.0,29.147,29.15
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page2.jpg,376462,Yeast Instant Red LBL SAF 20 x,-1.0,133.42,-133.42
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page2.pdf,376462,Yeast Instant Red LBL Saf 20 x,-1.0,133.42,-133.42
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page3.pdf,376485,Yeast Instant Red LBL SAF,1.0,133.42,133.42
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page4.jpg,376486,yeast fresh,-1.0,54.62,-54.62
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (8)-page4.pdf,376486,yeast fresh,-1.0,54.62,-54.62
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.jpg,376355,flour power,12.0,24.063,288.76
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.jpg,376355,malt powder diastatic+,1.0,119.177,119.18
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.jpg,376355,jalapeno sliced,1.0,51.329,51.33
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.jpg,376355,milk oat,3.0,39.948,119.84
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.jpg,376355,sesam seeds white+,1.0,80.25,80.25
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.jpg,376355,sugar granulated cane,1.0,29.147,29.15
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.pdf,376355,flour power,12.0,24.063,288.76
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.pdf,376355,malt powder diastatic+,1.0,119.177,119.18
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.pdf,376355,jalapeno sliced,1.0,51.329,51.33
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.pdf,376355,milk oat,3.0,39.948,119.84
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.pdf,376355,sesame seeds white,1.0,80.25,80.25
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page1.pdf,376355,sugar granulated cane,1.0,29.147,29.15
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page2.pdf,376462,yeast instant red lbl saf 20 x,-1.0,133.42,-133.42
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page3.pdf,376485,yeast instant red lbl saf,1.0,133.42,133.42
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page4.jpg,376486,yeast fresh,-1.0,54.62,-54.62
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER (9)-page4.pdf,376486,Yeast Fresh (20 x 16 oz) - Red Star,-1.0,54.62,-54.62
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER.pdf,379549,flour power,10.0,24.063,240.63
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER.pdf,379549,almond barista blend,1.0,41.139,41.14
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER.pdf,379549,eggs liquid,1.0,95.225,95.23
C:\Stealth AI\Clean Reader\data\raw\train\Copy of ARPFIINVOEBTCHLASER.pdf,379549,limonata cans,2.0,27.81,55.62
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.jpg,20065629,"TOMATO, ROMA",8.0,1.99,15.92
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.jpg,20065629,"ONION, GREEN",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.jpg,20065629,"HERBS, DILL BABY",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.jpg,20065629,"ONION, WHITE",10.0,0.99,9.9
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.jpg,20065629,"ONION, ITALIAN RED",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.jpg,20065629,"AVOCADO, 1 LAYER",1.0,39.0,39.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.jpg,20065629,FUEL SURCHARGE,1.0,7.5,7.5
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.jpg,20065629,Sales Tax,1.0,0.0,0.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.pdf,20065629,"tomato, roma",8.0,1.99,15.92
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.pdf,20065629,"onion, green",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.pdf,20065629,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.pdf,20065629,"onion, white",10.0,0.99,9.9
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.pdf,20065629,"onion, italian red",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20065629_from_Franks_Quality_Produce_18417572_22492.pdf,20065629,avocado,1.0,39.0,39.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20066901_from_Franks_Quality_Produce_18471648_18416.pdf,20066901,"tomato, roma",10.0,1.99,19.9
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20066901_from_Franks_Quality_Produce_18471648_18416.pdf,20066901,"cucumber, xfancy",12.0,0.9,10.8
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20066901_from_Franks_Quality_Produce_18471648_18416.pdf,20066901,"onion, green",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20066901_from_Franks_Quality_Produce_18471648_18416.pdf,20066901,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20066901_from_Franks_Quality_Produce_18471648_18416.pdf,20066901,"herbs, parsley, italian",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20068140_from_Franks_Quality_Produce_18529019_11828.pdf,20068140,"tomato, roma # 10",10.0,1.99,19.9
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20068140_from_Franks_Quality_Produce_18529019_11828.pdf,20068140,"cucumber, xfancy lg ea",12.0,0.9,10.8
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20068140_from_Franks_Quality_Produce_18529019_11828.pdf,20068140,"onion, italian red # 6",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20068140_from_Franks_Quality_Produce_18529019_11828.pdf,20068140,"onion, green 12bn bag",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20068140_from_Franks_Quality_Produce_18529019_11828.pdf,20068140,"herbs, dill baby # 1",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20071084_from_Franks_Quality_Produce_18665028_7884.jpg,20071084,"tomato, roma",12.0,1.99,23.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20071084_from_Franks_Quality_Produce_18665028_7884.jpg,20071084,cucumber,12.0,0.9,10.8
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20071084_from_Franks_Quality_Produce_18665028_7884.jpg,20071084,"onion, italian red",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20071084_from_Franks_Quality_Produce_18665028_7884.jpg,20071084,"onion, green",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20071084_from_Franks_Quality_Produce_18665028_7884.jpg,20071084,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20071084_from_Franks_Quality_Produce_18665028_7884.pdf,20071084,"tomato, roma",12.0,1.99,23.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20071084_from_Franks_Quality_Produce_18665028_7884.pdf,20071084,"cucumber, xfancy",12.0,0.9,10.8
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20071084_from_Franks_Quality_Produce_18665028_7884.pdf,20071084,"onion, italian red",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20071084_from_Franks_Quality_Produce_18665028_7884.pdf,20071084,"onion, green",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20071084_from_Franks_Quality_Produce_18665028_7884.pdf,20071084,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072265_from_Franks_Quality_Produce_18697771_15688.pdf,20072265,"tomato, roma",10.0,1.99,19.9
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072265_from_Franks_Quality_Produce_18697771_15688.pdf,20072265,"cucumber, xfancy",10.0,0.9,9.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072265_from_Franks_Quality_Produce_18697771_15688.pdf,20072265,"onion, italian red",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072265_from_Franks_Quality_Produce_18697771_15688.pdf,20072265,"onion, green",1.0,10.0,10.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072265_from_Franks_Quality_Produce_18697771_15688.pdf,20072265,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.jpg,20072898,"tomato, roma",12.0,1.99,23.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.jpg,20072898,"onion, italian red",3.0,0.99,2.97
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.jpg,20072898,"onion, green",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.jpg,20072898,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.jpg,20072898,"cucumber, xfancy",12.0,0.9,10.8
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.jpg,20072898,"herbs, parsley, italian",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.jpg,20072898,fuel surcharge,1.0,7.5,7.5
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.jpg,20072898,sales tax,,,0.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.pdf,20072898,"tomato, roma",12.0,1.99,23.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.pdf,20072898,"onion, italian red",3.0,0.99,2.97
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.pdf,20072898,"onion, green",2.0,10.0,20.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.pdf,20072898,"herbs, dill baby",1.0,11.0,11.0
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.pdf,20072898,"cucumber, xfancy",12.0,0.9,10.8
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20072898_from_Franks_Quality_Produce_18731344_15688.pdf,20072898,"herbs, parsley, italian",6.0,0.99,5.94
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20074433_from_Franks_Quality_Produce_18802791_20408 (1).pdf,20074433,"cucumber, xfancy",12.0,0.99,11.88
C:\Stealth AI\Clean Reader\data\raw\train\Copy of Inv_20074433_from_Franks_Quality_Produce_18802791_20408 (1).pdf,20074433,"tomato, roma",5.0,1.99,9.95
